-0.006921087;1362.516171;1287.1419;
0.292690815;346.8628719;327.6744494;
0.298706339;1314.489004;1241.771592;
0.351423027;399.0620957;376.9860169;
0.384670116;456.694696;431.4303869;
0.392238034;1286.934023;1215.74095;
0.443337646;514.61837;486.1497285;
0.491461837;755.6274256;713.8261851;
0.493725744;555.2716688;524.5540906;
0.494372574;1248.027167;1178.986417;
0.544178525;590.2005175;557.5506785;
0.582923674;911.2548512;860.8443157;
0.594631307;625.1293661;590.5472664;
0.596313066;1226.293661;1158.455207;
0.645084088;660.0582147;623.5438543;
0.683441138;1015.45925;959.2841363;
0.687128072;689.1655886;651.0410109;
0.689909444;1193.01423;1127.016791;
0.746119017;718.4670116;678.7214818;
0.792043984;1154.107374;1090.262259;
0.792755498;1091.138422;1030.776743;
0.796636481;747.6714101;706.3102956;
0.798641656;1320.213454;1247.179366;
0.838745149;771.0543338;728.3996781;
0.885122898;1166.623545;1102.086036;
0.889327296;794.534282;750.5807177;
0.893984476;1132.373868;1069.731049;
0.948447607;812.3868047;767.4456404;
0.986157827;1225.032342;1157.263664;
0.987451488;1110.543338;1049.108181;
0.99068564;824.3208279;778.7194746;
0.993749593;1226.149529;1158.319049;
0.995396407;1100.696959;1039.806503;
1.008907766;821.4156408;775.9750022;
1.152966555;1097.166908;1036.471734;
1.160863776;1245.564808;1176.660276;
1.162959721;1085.8979;1025.826127;
1.175797384;857.9380883;810.4770313;
1.176396226;812.3189718;767.3815601;
1.230741084;1172.384142;1107.527958;
1.253871334;910.3457639;859.985519;
1.318209359;1259.141926;1189.486309;
1.320604725;1076.66546;1017.104424;
1.329774484;1128.122737;1065.71509;
1.332244705;939.9438812;887.9462711;
1.33419094;791.6817524;747.8859897;
1.409270682;1072.185011;1012.871833;
1.420162111;992.487328;937.5830192;
1.474745185;1151.763785;1088.048317;
1.476993253;1254.782091;1185.36766;
1.479437918;1068.779653;1009.654859;
1.479757151;1033.608774;976.4296309;
1.482221634;762.0895946;719.9308675;
1.483875264;1013.932223;957.8415848;
1.547517662;946.7103869;894.3384543;
1.614387512;1174.952638;1109.954365;
1.617069074;879.5172615;830.8624465;
1.618575856;713.5107163;674.0393683;
1.619440979;1269.239303;1199.0251;
1.620433795;942.8439829;890.6859394;
1.745333563;1264.067084;1194.139008;
1.748018672;1209.367462;1142.465364;
1.74856802;757.0136101;715.135686;
1.749088105;874.5311315;826.1521488;
1.753241333;633.9718948;598.9006272;
1.873519131;1307.678441;1235.337789;
1.873652145;1293.023908;1221.493943;
1.877664733;549.5373297;519.1369745;
1.880019081;591.5602819;558.8352208;
1.881025553;782.0824976;738.8177649;
2.008592606;441.7251629;417.2889671;
2.014387582;1310.316922;1237.830308;
2.0177351;640.1030057;604.6925656;
2.018695018;1287.866576;1216.621914;
2.022066922;464.2619067;438.5789802;
2.137252591;1337.293224;1263.314285;
2.14147135;1324.612568;1251.335121;
2.413305361;1365.990853;1290.424363;
2.417598216;1364.478486;1288.995661;
2.675473026;291.2160077;275.1059646;
2.724339199;334.0313883;315.5528022;
2.757564843;363.4646927;343.357859;
2.761246098;576.064786;544.1969343;
2.810432;400.9901889;378.8074481;
2.848436112;1288.734483;1217.441808;
2.853506355;431.812542;407.9247114;
2.854837687;680.2706678;642.6381562;
2.892705521;455.968067;430.743955;
2.937864232;476.1743362;449.8324152;
2.938977169;1307.890643;1235.538252;
2.947496296;1248.155501;1179.107652;
2.984939571;501.7068048;473.95243;
3.022323443;885.9043342;836.8961869;
3.024551065;1236.670883;1168.258362;
3.026181161;519.2318168;490.5079599;
3.065478167;534.0876765;504.5419948;
3.104009919;996.6802041;941.5439458;
3.110678809;550.3083748;519.8653656;
3.110755684;1293.001495;1221.47277;
3.119316743;1229.280781;1161.27708;
3.159950322;554.5965707;523.9163388;
3.200426658;1019.85825;963.4397847;
3.201345661;557.5078229;526.6665408;
3.204093936;1233.786867;1165.53389;
3.246630167;565.7573795;534.4597327;
3.282135848;565.9752695;534.665569;
3.284604577;1268.824786;1198.633514;
3.284812489;1061.562997;1002.837429;
3.286912569;1236.952324;1168.524234;
4.144455456;820.9175687;775.5044834;
4.14859282;1101.016336;1040.108213;
4.150782756;1219.967371;1152.478887;
4.301184693;1089.353612;1029.090669;
4.476297232;1066.539924;1007.539032;
4.486056167;882.3937918;833.5798474;
4.492923603;1187.460041;1121.769859;
4.649507743;941.819705;889.7183245;
4.663433682;1018.706321;962.3515796;
